numbers,comments
521,运行速度：m1芯片没得说屏幕效果：视网膜屏看着很舒服，细腻散热性能：轻薄本没有什么发热，多任务时还是比较温热的至少不烫手轻薄程度：很轻，像个本子其他特色：macos完美到不像话，虽然和win差距很大，很快就能适应，要比win快捷
522,还不错，发货很快。屏幕色彩不错，笔记本重量也可以，主要也是看重了这点，因为经常要出差。就是系统还用不习惯，需要适应一阵子，但是好意外没有鼠标。
523,逐步适应中～这次买电脑同事朋友都建议一步到位！买了就又买了外壳和防窥膜一套到位！新电脑手感就是好啊，平时办公用，修图剪辑倒是基本不咋用，所以办公用足够了运行速度：加载蛮快的屏幕效果：质感画面散热性能：散热很好，用一天摸着都不烫外形外观：如果颜色可以再深一些就更好了，喜欢深色
524,总体来说，送货送的非常快。感觉就是因为比较快，所以才在京东上去买的。感觉这一款电脑也还不错，挺轻便的，比起MacBook Pro。就是这个金色好像不如想象中那么好看。
525,苹果产品体验的确不错。轻便、续航久可太香了，搞个内胆包，带去上课看看文献轻轻松松。触控板也很适合不爱用鼠标的我。就是要电脑投屏的话还得搞个拓展坞。快递也是第二天到的。
526,很漂亮的回来开机试了新机器果然无比丝滑爱了爱了希望可以用久一些额选这个就是想要久一些嘛但愿它能为我创造多一些价值
527,运行速度：快，太快了。一点声音都没有。屏幕效果：比我的t470p清楚很多，虽然是13.3英寸，但一点都不妨碍它的清晰度。散热性能：不热，不用的时候不用管他，用的时候敲下空格，秒开。外形外观：小巧精致轻薄程度：很轻。
528,苹果的电脑还是很好用的，但是因为自己不熟悉一开始还不知道怎么用，求助了客服后还有专门的小姐姐指导我的操作，用惯了之后真的太喜欢了
529,运行速度：很顺畅屏幕效果：屏幕显示清晰 分辨率高外形外观：外形流畅 屏幕较大轻薄程度：比以前的Air重一点点 但是还算薄 不占位置其他特色：设计和体验感一如既往地好 很享受使用过程
530,太喜欢这个笔记本电脑了，我家是资深果粉，手机，平板，电脑，耳机，手环都是用苹果，质量确实可靠，用得住，好几年了都还能正常用，这款笔记本轻薄，运行流畅，值得拥有
531,运行速度：可以，屏幕效果：屏幕细腻清晰散热性能：看视频，听音乐?都不热外形外观：外观最爱，颜值爱了轻薄程度：薄
532,虽然中间确实等了几天，但是还是很快。不错不错，虽然买的是2020年M1的款式，但是对我来说，我觉得也够用了！我很喜欢！可惜外面的logo灯不会亮了，有点可惜。其次，其实还是有点不方便的，M1款式取消了USB的接口，于是就必须使用type-c的接口，或者购买拓展坞。当然，苹果公司有自己的考虑，但是这种不考虑客户需求的做法，归根结底是一种骨子里的傲慢，（摊手），但是我们又能做什么呢，当然也可以购买其他品牌，可惜还是打算购买这款电脑，毕竟上一台电脑（2015年款）泳用了6年，现在虽然电池老化了，但是依然也可以坚持两个小时，并且除了有一点小的卡顿，其他都没什么问题，所以苹果电脑是真的耐用啊，长久来看，还是挺省钱的。
533,第一次买MACBOOK，主要用来上班，出差用，机器是新机，屏很不错，键盘手感也挺好的，除了开机进入速度略慢（与yago 14s  9秒起动比），屏打开角度略小外，其他目前还没有发现有什么问题，以后用用再看看。
534,活动购买的，一直担心翻车，最后到了电池循环1次，还可以，用了一段时间，没什么问题，屏幕素质不错，色彩很好，用来办公写文档不错，挺轻的，就是过几天就送耳机很让人不舒服
535,作为IT的我  也是第一次用苹果电脑，使用了两天  给我的感觉就是续航可以，屏幕一半亮度的话，续航可以达到8小时还有电。整体系统非常流畅，功能就还要花点时间研究。办公用还可以，打游戏就不推荐买这个了。
536,一切都很好，暂时只用苹果系统呢，除了办公网银建设银行的用不了，其他的检查操作都解决了，对于我就是简单的做账，对账没有什么问题，待机时间也不错，没有选错，双十一优惠，还有保价功能太给力了，也补了差价，整体满意！
537,纠结了好久还是买了苹果，忠实粉丝，手机平板电脑耳机全了，不得不说确实就是质感好，系统还在适应中，好用，配了外接硬盘，希望可以用久一点，简单的办公可以的
538,提前给老婆买的生日礼物，已经用上！运行速度：不愧新机，如丝滑般顺畅！屏幕效果：整体13.3的屏幕尺寸完全能够满足日常轻办公外形外观：银色认为是最耐打的，百看不厌
539,入手了这台air ，简直不要太轻，手感完美，虽然还用不太习惯，但是适应有个过程，周末在孩子的指导下，所有软件都装好了，准备再入手一个ssd移动硬盘，就差不多完美了。苹果的品质没话说，深空灰的颜色比银色更有质感。
540,买来办公用 很轻便 就是MAC系统限制比较多 但是不影响苹果电脑好看 适合带出去到处跑～双十一购入 便宜了1000 非常值得
541,电脑不错，就是客服的不得行；物流太慢，等20天才到！真的很难过，拿到的可以，有2个洞！值得庆幸的是电脑是好的，完整的，没有问题。值得一说的是，客服太敷衍了，都在推卸责任
542,看了半年，在英特尔和M系芯片中间纠结，因为有装双系统的需求，综合考虑下还是用苹果原生系统吧，流畅度提升，终于在双十一下单了。京东速度一如既往，支持。
543,macbook air m1不愧是一代神机，用来移动办公影音娱乐简直没得挑，屏幕素质不错，触控板键盘都比同价位win本要好，除了京东售后让我有不满，其他总体满意？
544,电脑挺流畅的  外观很漂亮 很不错 就是在便宜点点就更好了 有送耳机的活动没赶上 就很遗憾  希望用它能写出论文 文如泉涌！
545,苹果的笔记本电脑真心挺不错的&hellip;&hellip;反应很快，运行速度也很快&hellip;&hellip;就是有一点不太好的是充电的时候没有提示，需要开机才能看到充电状态如何&hellip;&hellip;
546,苹果最重要的还是自己的生态系统，这一款基本就是Mac的入门机型，用起来挺丝滑的，虽然游戏是一款也玩不了，只能单纯作为一个办公笔记本了！快递速度也不是很快，采购调货了好几天。
547,买过七八台苹果电脑了，有丢掉的、有air性能不够用的，但是后来换了mac pro，一直用了四五年了，速度一直很快，不卡，推荐。
548,家里小孩上网课用，速度实在是快，质量没得说，各个方面都合适，京东送货速度也快，疫情期间，头天下单转天就送到了，给京东物流点赞。
549,朋友推荐买这款也纠结了好久，性价比毕竟不太高。买回来，以后整体来说还行吧，触控板用的也比较习惯，挺好的。就是需要配的配件太多了。
550,买给女票用的，因为原来的电脑用了好几年了，卡的不行，刚好京东又做活动，便宜了不少，性价比还是蛮好的！运行流畅，然后画面也跟清晰！
551,目前使用下来感觉还不错，再用一段时间看看。本来想买银色的，但是突然没货了，就下单了银灰色，到货后感觉也还不错，希望可以用久一点！
552,教育优惠版确实便宜好多，但是好多软件都没有OS系统的，只有iPad版本，办公是挺流畅的。还在适应中，如果这个有星光色就更好啦。
553,后悔双十二买 一分优惠都没有 收到没两天发现有什么苹果活动日 搞12期免息  电脑还是不错的 文科研究生用完全够了 挺好的
554,发货快，快递小哥主动预约时间，送货前再联系确认是否方便送货。官网查询是正品，安全下车！轻薄美观，爱不释手。必须点赞?
555,总体没什么问题，物流，产品，售后各方面都还行。
556,用教育优惠买的，确实比较值。但是买错颜色了，想买的银色，结果买成深空灰了，晕死。熟悉苹果系统还需一段期间。
557,第一次在京东上购买笔记本，双十一之前买的，还送了耳机，到货速度挺快的，到了之后先检查了外观有无磕碰，之后才在官网上验证的，电池循环也是1次，是正品
558,买了四台电脑，双十一活动给客户做抽奖用，希望抽中的客户都开开心心，这四位客户也确实是运气好，两千多的商品，收到了近万元的奖品，恭喜他们！
559,大年二十九下单，大年三十上午送到，京东品质和速度棒棒的，感谢快递小哥，祝各位新年发大财、都能梦想成真！
560,电脑非常好用，非常喜欢，一点都不卡，而且很适合女生用，而且听音乐也特别舒服。屏幕效果：非常好。散热性能：不怎么发烫
561,趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?已经用过一段时间了，效果不错?，客服服务有耐心，解答详细，赞一个?看起来还不错，包装的很仔细，价格也非常公道，还会继续买买买！?大品牌！值得信赖的！效果超级好！贵有贵的道理！很棒的商品！宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖以前一直都是在实体店买，这次选择了网上买，不光是正品，价格还实惠！东西质量还可以，快递速度也很给力特别特别满意，超级好看，客服很有礼貌，很客气，良心商家，支持！包装非常结实，东西保护得很好，值得好评五星好评，非常好！想不到那么快就到了！品质很不错?，性价比比较高的的商品?，喜欢的亲可以直接下手不要犹豫哦?东西已经收到！手感不错！用料扎实！质量很好！平常用基本没有问题！急了，我彻底急了。当我看到其他人的好评，我感同身受，就好像那些事情真的发生了一样，此时此刻我真的破防了，我怎么可以不给好评！！想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！产品质量，客服服务态度特别好，很喜欢，好评
562,京东年货节搞活动，趁着最后一天，买了它。没想到第二天就到货了，拆开包装拿到手，手感很好，玫瑰金的颜色老婆很喜欢^_^很快地同步了icloud的账号信息，设置了密码锁，还有指纹锁。之后再看运行情况追加评论吧。
563,很好看，制作工艺很精美，材质也很好！给个赞！这质量真是太意外了，实物美美哒，触感很好，很推荐哦~很好看，制作工艺很精美，材质也很好！给个赞！
564,从09年买了笔记本到现在一直没换过，正好同事推荐苹果，我按需要选择了airm1，买的金色特别好看，双十二买的价格也很合适，用来看个电视剧特别好，操作也比较简单，方便，快捷，感觉这个电脑在我手里至少能用5年呢。
565,运行速度：快屏幕效果：很好看散热性能：不错，静音外形外观：一个字，非常帅轻薄程度：我很满意，造型也好看
566,MacBook就是高端大气上档次，孩子用来上网课，不用担心机子自动弹出游戏和广告推荐了。真正的贵买便宜用。
567,外观材质：很有质感，非常满意！特别喜欢！屏幕效果：效果很好，护眼，看起来很完美！运行速度：超级快，用起来非常好
568,开机检查了下没有问题，也只循环了一次。京东的快递也十分给力，前一天晚上下单第二天中午就到货了，很棒！
569,京东快递好快哦隔天就到！mac真是名不虚传 运行速度快 特别轻巧 到货后已经立马把我的15.6破惠普扔了 再也不用担心背着电脑写论文了
570,赶着双十一购物狂欢节活动快点给自己把电脑买了 比较之后还是觉得M1性价比最高 其他就不纠结啦 颜值超高 手感超级棒。
571,太好看啦，非常喜欢，大气上档次，响应速度很快，颜值非常高，用上之后工作都更卖力了，毕竟要努力工作把钱钱赚回来是不是嘿嘿！
572,屏幕效果：很干净像素很高运行速度：非常快外形外观：轻薄买的是玫瑰金色轻薄程度：自己加了一个透明套
573,用了教育优惠又赶上了双十**官网便宜了一千多，拿到手很满意。快递小哥很给力，早上5点多就给我送到了，我真的栓Q，京东的快递员都这么拼的嘛！赞爆了
574,不得不说，物品精美，比官网优惠太多，收到货真的很惊喜，绝对正品。物流相当给力，当天晚上下单，第二天早上就到了，京东的服务一如既往的好。
575,苹果电脑外观很漂亮，做工精细，运行速度快，一定要升级最新系统，这样软件兼容性才最好，所有软件都没问题了。
576,一次很好的购物体验，服务周到，物流快速，配送也很周到，收到货后试了一下，很不错，质量很好，值得拥有！五星好评！
577,东西质量非常好，与卖家描述的完全一致，非常满意超出预期，质量很好，做工精细，满意已经用过一段时间了，效果不错?，客服服务有耐心，解答详细，赞一个
578,前一台电脑用了10年，有点卡，趁着双十一，重新买了1台，流畅，好用，还买了个透明壳和电脑外袋，新鲜劲儿，先保护下。这个大件，只选京东。一直选择这个平台下单，主要是快、省、质量值得信赖，即便有不如意之处，都可以马上得到解决。每次买东西，第一时间就选择它，先找优惠，日常用品，衣物鞋子，家用电器等等，它成为了我生活的一部分。期待一如既往的高品质！
579,给女朋友代购的 她很喜欢金粉色配合整套苹果生态用起来很舒服系统纯净方便，整机质量也没得挑就是赶上双十一发货有点慢等了两天，不过也能理解吧教育优惠还送了airpods2，好评！
580,感觉良好，小巧，方便携带，运行速度也挺快的。提醒一下各位，最好买个软一点的包装一下，不然背面很容易出划痕，我一开始就是没注意，西八哟。
581,也用了好久了，用来上网课，平板的价格，电脑的配置，真不错。视网膜屏幕真的是清楚。双十一活动，挺划算的。电池续航挺好的。我自己买了个透明壳，我觉得满意，反正是。
582,Mac系统需要适应和学习一段时间，最大的优势就是轻薄，电池非常耐用，触控板功能强大基本可以代替鼠标，一般轻办公足以应对。
583,拆开层层包裹，心情激动，开心!轻巧精致，原来是玫瑰金色，适合女生的颜色。苹果系统用不惯，正在适应当中。
584,"用着不错，刚开始不顺手，用多了很好用，尤其是触摸键操作比国产的好用的多6909,送一副耳机，比较划算"
585,双十一买的 比平时优惠了一千块钱，价格便宜，孩子上网课，居家办公期间正好可以用到，挺好用的，就是目前还不能习惯不使用鼠标操作电脑，慢慢习惯吧！
586,老款Air是2016年在京东自营店买的，用了7个年头了，性能确实不够用了，但是还是非常流畅，办公无压力。前几天看到2020款M1版本的Air便宜1800，6199到手，果断下单。在优惠上，很京东，京东自营相当给力！包装很苹果，保护到位。打开电脑激活了，第一观感是屏幕确实很好，分辨率高，颜色艳丽，太清晰了。这个带指纹解锁的，不用像老款那样经常输入密码了，方便多了。键盘键程比老款短，但是手感还行。性能不用说，非常流畅反应超快，吊打Intel版本的，功耗还低，没有风扇，很静音。M1版本的喇叭音质也改进了，声音浑厚，下潜还行。总之，比老款更加顺手。新机器比老款小巧轻薄也轻便，续航也增加了。这次6199价格加上各种升级，真的非常喜欢，京东确实给力，大赞！
587,运行速度：非常快，手机电脑一起运行屏幕效果：很清新散热性能：非常好，用了两个小时不热外形外观：很适合上班族女孩轻薄程度：很薄其他特色：轻，速度快
588,不愧是macbook，做工精细，系统流畅，屏幕很好虽然不知道参数但是看着很舒服，键盘居然也很好用，触控变更是超神。普通电脑用户的福音。
589,被它非常高的颜值吸引买的，自己买了一个保护套，还有贴膜，感觉还不错吧，现在就是看看电视什么的，挺耐电的，还没有开始，用过办公
590,屏幕效果：颜色很正运行速度：不卡，很快散热性能：性能很好，不热外形外观：端庄大气轻薄程度：拿着不重
591,运行速度：很快很快的屏幕效果：很清晰 对比其他的立马就看出来了 太绝了散热性能：散热也快电脑不会发热发烫外形外观：当然是漂亮的没话说喽哈哈超级推荐轻薄程度：很薄用起来方便也方便带 出差必备其他特色：嗯确实推荐 特别耐用 电池充一次正常办公好几天我 喜欢哈哈
592,双十一入手的MacBook性价比非常的高 从我一个科技小白的角度来评价的话 这款内部的手感非常的好 金属质地的 然后质地非常的轻薄 屏幕的分辨率非常高 触摸板非常丝滑 然后音响效果也是嘎嘎棒 那天晚上用来看了世界杯是非常美好的人生体验
593,第一次买新的MAC，有活动，很划算查了，是正品，全新未激活，真的是安全下车了，哈哈哈颜值还是比较高的，轻薄，待机时间长，办公为主运行速度很快，比win明显快一些
594,第一次用苹果笔记本，给孩子上网课和日常办公需要，果然不负所望，整体简约，重量适中，单手开合很有质感。屏幕显示效果太惊艳了，画面细腻！运行速度很快，苹果系统确实厉害??配套的扩展坞还没到，期待更便捷的使用！
595,Apple MacBook Air款采用M1 8核芯片，搭配8GB内存、256G SSD闪盘，运行MacOS速度杠杠滴，一点都不卡顿！苹果?笔记本运行MacOS也才是绝配操作系统，可以支持很多人性化功能，额外搭配Apple原厂鼠标??，操作起来更加丝滑柔顺！做工精致、用料讲究、超高颜值。一如既往支持京东，一如既往好评！
596,运行速度：很快，不会失望屏幕效果：很细腻&hellip;散热性能：凉凉的，平时使用感受不到热外形外观：感觉比pro好看，不喜欢pro的感觉，轻薄程度：很薄运行速度：m1很稳，够用啦，虽然出了m2，适合就好的。。
597,运行速度：苹果的系统一如既往的丝滑顺畅。屏幕效果：显示非常清晰。散热性能：暂时没有发烫过。外形外观：简单大方好看。轻薄程度：贼轻薄。其他特色：用苹果全家桶，数据传送很方便，手机平板电脑全都可以传，大大提高了工作效率
598,运行速度：第一次打开office wps还是挺慢的，不如同价位win屏幕效果：60刷苹果够用，还是蛮高清的散热性能：从买的到现在不发热哈哈哈哈蛮好的这一点外形外观：高端大气上档次轻薄程度：很轻很薄，艺术品一般其他特色：真的打不了游戏，想打游戏的朋友还是推荐买win。
599,电脑很好，拿学生优惠买的，6799入手屏幕效果：很清晰，我用过的最清晰的电脑轻薄程度：很薄很nice其他特色：好散热性能：好外形外观：好运行速度：好快
600,淘宝教育优惠再加上88vip到手才六千八人民币 这个要我开通京东plus VIP开了我五十三 才减了三百 也就是才减了二百五 还是淘宝官方比较划算啊   教育优惠是真的香啊！！！！！！！！！我这个在七夕节买的7749 再加上减三百 7399到手 还是亏了很多 伤心 不缺钱的可以火速下单 ！！！！ m1芯片是真的蛮强 很流畅 原彩显色度看起来很舒服 续航从早上到晚上都没问题 持续一天 不需要充电 13英寸也方便携带 外观时尚简约很精致。安卓真的没法比 ?根本不发烫
601,运行速度：喜欢摄影，平时只修修图，运行一些Adobe软件，M1芯片就是顺畅，反应迅速，特别喜欢这款Air，对我来说完全足够了屏幕效果：苹果的屏幕是真的很好，后期调色的照片色彩还原很不错了，完全不担心，闭眼入苹果Mac散热性能：虽然摸着有点发烫，但对于我这种不需要剪辑视频的摄影小白，完全不担心，Air在其他软件运行时也毫无压力外形外观：轻，薄，精致，我认为没有缺点了其他特色：两个USB C口，传输数据，充电口，都很喜欢，一个耳机接口，外接音箱低音炮
602,买了一个星期了，使用感很好，各种美化Mac桌面，昨天因为声音过小，然后咨询了一下客服 客服立马给我预约了苹果的技术排查，后来重启了一下声音就变大了。深灰色很上档，颜色很喜欢。做了下功课，M2的性价比不如M1。用的教育优惠和618的券，6798元买的。看了好久，终于买了！除了跑马边不太喜欢，其他的都很满意（谁让M1便宜呢&hellip;&hellip;）
603,第一感觉：音质真的太好了，这舒服运行速度：很流畅，主要是对比我七年前买的Thinkpad，才有感知屏幕效果：原彩显示真的好，看久了眼睛也还好散热性能：真的安静，热？看八个小时的视频和直播都没摸着哪里热外形外观：好看，我比较喜欢这个颜色，比较低调，设计看着很爽轻薄程度：见图片，比我原来电脑薄了二倍多吧，拿着有质感，背着没重量其他特色：比较粘指纹，都挺好，不打游戏用这个完全够了
604,屏幕不错非常清楚。标配的连接线很多。尤其是带了c to c的线。我用macbookair 自带的线和显示器连不上 试了俩个小时。客服告诉我，你要不试一下自带的c线。我才发现盒子里还有一个原装线。我挠头了俩小时。醉了。完美链接 电脑只占用一个接口，显示器可以当扩展坞用，音响 ，鼠标键盘 屏幕挂灯 都可以用usb接口 很方便 很满意。谢谢客服。
605,运行速度：运行速度特别的快，我都买了好几台了，用来送人，办公特别的合适。屏幕效果：超级的清晰，真的是太棒了！散热性能：散热性能也是真真的太棒了！外形外观：外形外观也是延续苹果公司一贯的风格简洁大气轻薄程度：特别的轻薄其他特色：真的真的不错?推荐！
606,本来玩游戏有台单独的windows游戏本，但出门轻办公时背着太累了，所以就买个丐版用于外出或者看看文档 冲浪啥的，对我来说完全够用了，而且有M1的加持用起来确实很流畅运行速度：很流畅屏幕效果：显示非常舒服散热性能：无风扇
607,商品是正品！M 1芯片性能强大，能耗低，确实很好用。电池续航时间非常长，充一次电用一天没有问题商品是正品，苹果的M 1芯片确实很流畅，也不发热，续航时间很长，用一天电量都够用！
608,运行速度：m1芯片运行很流畅屏幕效果：屏幕显示很细腻，业内顶级水平散热性能：散热真的很好，玩几个小时都不会烫外形外观：外形经典大气，高级感满满轻薄程度：轻薄业内顶级，手感很舒服，重量也很轻散热能力：散热强大
609,教育优惠买的，真的很优惠！完爆华为（拉踩一下），上一个电脑是华为的天天蓝屏太拉了。终于也是拥有水果全家桶的人了哈哈哈m1单纯办公学习啥的完全够用了！真的很好看，谁懂啊！
610,运行速度：运行速度特别快，简直妥妥的生产力！屏幕效果：屏幕占比很大，分辨率可以散热性能：运行时没有声音，同时多项目操作也很稳定外形外观：没有买到深空灰，买了银色也不错轻薄程度：够轻够薄，天天背着上下班方便
611,虽然最想买深空灰但没货，银色的到手后其实也很不错。我是从win换成mac，日常使用和写代码非常好用，很nice。特意选的16g内存版本，个人使用场景是内存比硬盘空间重要。
612,双十二活动剁手，第一次用苹果电脑产品，真的很惊艳，屏幕显示效果细腻，配得上惊艳二字，m1芯片的加持再也不用担心卡顿了，无风扇设计但几乎感觉不到发热，运行极快，妥妥的生产力工具。用了苹果反正我再也不想用win笔记本了。
613,非常的好，非常的实用运行速度：运行速度超级快屏幕效果：色泽非常的好散热性能：散热能力强轻薄程度：棱角分明
614,物流速度快   应该是正品  我去官网验证了下  而且看了下循环次数等参数    电池循环次数是1   应该代表我是第一个开机使用的  颜色外型满意使用起来和win系统的电脑区别还是很大的  可以先用用  把需要咨询的问题都总结一下  然后点这个订单有个快速上手能联系到专门为你一对一解答问题的客服  刚开始激活如果不会的话也是用这个  会带着你做  他们解决不了的还可以打官方的客服电话  有更专业的客服给你解答个人觉得好东西还是得保护好  才能使用的长久  好好的爱惜它  所以我买了个壳子包了起来起到保护作用  壳子颜值还挺高的，然后买了个包  颜值也很高  贴膜没贴  感觉贴膜是对苹果高显示技术的不礼貌   还买了键盘膜  够到位的了吧  使用方面买了个转换的头  一出三  这样就可以使用鼠标了 个人还是觉得用鼠标方便  也可以使用机械键盘了  回来还得买套清洁用的  感觉就齐了我的苹果电脑真好  洋气  洋气  真洋气哈哈哈  完美
615,第一次用MacBook，首先说续航吧，续航非常强劲。待机使用时间在十小时开外。我查了序列号，激活时间。嗯，激活时间。与商家描述相同，重量很轻，一芯片也很强劲，期待后续能发挥更好的作用。
616,用儿子的教育优惠买的，活动还可以，但也不是最优惠的价格，这几年京东套路深，便宜不好占了。这回的送货速度是我入会员这么多年最快的，上午下单下午就到了，我这也不是大城市，值得表扬。包装很严实，但也有损坏，幸好有两层，质量没得说，苹果的东西还是值得肯定的，使用方面的适应一下，跟win区别很大，我也不用生产力，只是娱乐用，电池很好，耐用。大小美观合适。m2看了看价格高升级不多，m1够用几年了。
617,运行速度：没得说 很好屏幕效果：色彩鲜艳外形外观：NO.1轻薄程度：NO.1其他特色：开机非常快 除了鼠标上下调节和正常的不一样 用着不习惯和价格超高以外，其他的很好，家里电脑坏了，着急用，没有优惠，比同事半年前买的高了600?
618,纠结了很久，最终下手，m2芯片确实不错，很稳定，速度也可以，系统挺流畅的，常用软件基本满足，没有不兼容问题，相比上一代屏幕占比更高，更显大了，色彩依旧是很细致，美观，颜色手感，轻薄做到极致了。
619,教育优惠6099入手不亏！姐妹们快冲冲冲！反正咱也不懂电脑，外观是完美的像个艺术品，超级薄！百度的电池循环次数、保修日期、屏幕检测啥的都没问题，完美下车。开始享受我的第一台mac book?
620,运行速度：还是很快滴屏幕效果：很清晰 看起来也很舒服散热性能：散热也不错 没有觉得电脑发烫外形外观：抓起来很舒服的质感轻薄程度：很轻薄，方便携带，一点儿也不会觉得重，充电器也很轻，方便携带。
621,沉浸式开箱，颜色yyds，高级感满满的，价格很香，性价比真的很高，谁买谁知道。机器全新原装正品，对于日常办公使用毫无压力，苹果机器使用起来很流畅，垃圾广告少，不卡顿，显示效果没的说 电池续航杠杠的，外出办公基本不需要带充电器。有需要的姐妹赶紧冲～～
622,运行速度：M1内核，完美运行，无卡顿，非常丝滑！外形外观：极简设计，金属质感，工业设计的天花板?！完美！轻薄程度：很轻薄，出门通勤没有负担，女生单手轻松操作。散热性能：无风扇设计，没有噪音，用的过程中也没有发烫的现象。屏幕效果：显色度很优秀，画质一如既往地完美！
623,苹果的产品质量你懂的，质量杠杠的。笔记本外观漂亮，做工精细，屏幕显示清晰细腻，苹果系统非常的好用，总之是非常优质的产品，你值得拥有。。
624,运行速度：五星速度，特别快，值得拥有屏幕效果：屏幕很好看很干净很光滑，值得拥有散热性能：散热性能很不错，玩了半天也没怎么发热外形外观：外形也很好看，好评好评呀轻薄程度：可以
625,运行速度非常快，屏幕效果看起来很舒服，还没有发过热，外形外观非常好轻薄方便拿。
626,运行速度：很快M1芯片加持屏幕效果：很好，这个价位无敌散热性能：没有风扇，很安静，发热也不高外形外观：很漂亮，简约大气轻薄程度：很轻很薄其他特色：mac系统真不好用，就ui好看一点，其他功能纯纯没用
627,运行速度：开机很快，打开应用也很快，屏幕效果：屏幕很清楚，颜色艳丽，看着舒服，还有屏幕有光线感应，还有原彩显示！散热性能：没有风扇自然就没有噪音，这一点很好，也没有热过，外形外观：外观金属设计非常好看，就是冲着外关去购买的，哈哈，轻薄程度：够轻薄，也便于携带，大小适中，样子还好看，其他特色：苹果系统不会用，应用少啊！不要想着游戏，适合视频剪辑的人来使用，但一款好的视频剪辑软件要将近两千！天啊，所以我这样娱乐的人不推荐使用，做工精细，样子好看，爱的人会很多！
628,日常办公是用电脑比较多的，基本每天大部分时间都是在电脑前，所以对电脑的使用体验比较重视。经常单位和家里来回办公，需要有个笔记本电脑来回拿着用。原来的Surface还是4G内存的，重度办公有点吃力了，因为一直使用苹果手机，所以想换个Macbook，毕竟系统内部协同比较好。去年M1版的Macbook上市了，非常感兴趣，感觉这就是便携电脑的未来。快过年了，决定给自己奖励个新年礼物，所以果断下单了。之前已经看过很多Macbook的测评了，考虑到自己纯办公需求，所以买个M1版Macbook Air就足够了。新电脑的开箱确实很激动人心，超喜欢的手感，苹果产品一贯的风格。使用感受：对于我这种每天文稿、数据表、PPT、上网的需求，Macos完全没有障碍，直接使用WPS，兼容性很好。日常办公的方式就是：Type-C拓展坞接到笔记本上，HDMI接显示器、Type-C插充电器、USB插机械键盘、蓝牙连接鼠标，使用很方便。下班直接一拔拓展坞，拿着电脑就回家了。初始上手Macos肯定要先习惯一下的，熟悉以后感觉很人性化的设计，界面也漂亮。每天跟老婆发imessage直接使用电脑，手机传照片也方便多了，不再是Windows上传一半卡死了。日常使用的软件都能找到，即使苹果商店里没有，也能去软件官网下载。
629,运行速度非常快，屏幕效果爆炸，分辨率高，颜色好看，散热性能也强，外形外观的设计也是非常的nice。轻薄适中，续航能力强。
630,运行速度：速度快，很流畅屏幕效果：屏幕分辨率高，画质清晰散热性能：散热效果好，不会发烫外形外观：外形好看，舒服，适合外出携带物流发货快，方便携带，很好看，很方便
631,不错  音质很好 画质也很清晰 用了一晚上感觉还可以 推荐推荐！
632,很喜欢苹果的笔记本电脑，画质非常的惊艳，不需要关机，待机能力强，散热性能强，外观简洁大方，很轻薄，运行流畅，京东卖的质量也有保障
633,是我的梦中情机以前那款被偷了，一直想买来着趁着活动赶紧下单，还送了一副无线耳机真的值了运行速度：IOS自带的系统，运行比其他windows的快一点，即使用了几年也不会卡顿外形外观：完美轻薄程度：很轻薄，可以作为超级本类别了
634,运行速度：M1芯片确实很流畅屏幕效果：这个赞翻啦！之前用联想电脑看论文就头疼，这个屏幕显示很清楚厚实，论文也愿意看下去散热性能：没有声音，没感觉到发热外形外观：太美了，简洁的美轻薄程度：这个一般
635,心心念念了好久的电脑，趁着大促拿下了，用了教育优惠还省了大几百，手感不错，用习惯了游戏本办公，再换成这个简直是轻薄到了极致，全新国行正品，完美上车
636,东西真心不错。运行速度快完全够用，日常都能满足运行速度：快屏幕效果：好
637,"运行速度：比原来2015的版本好多了.很满意。屏幕效果：很舒服的，原色很好，效果很满意。散热性能：没有风扇的设计，电脑目前还没有重度使用，没有发现电脑热。外形外观：一如既往的好，很满意，比2015款外形看着小，屏幕边框小了，看着更舒服。轻薄程度：很轻，很轻1.3的重量，放到包里感觉不到，充电器小了很多，很满意。其他特色：真的可以下载手机和平板的App,这一点比较好。"
638,散热性能：散热强劲，无风扇但是散热很强屏幕效果：屏幕色彩鲜明，对比度很高外形外观：外观高级感满满，大气上档次运行速度：运行速度很流畅，剪辑视频不卡顿轻薄程度：重量很轻很小巧散热能力：散热强大
639,电脑用了几次才来评价，目前比较稳定，还可以，颜色真的超级喜欢，比较小巧，速度也蛮快的，包装比较完整，比较相信苹果的产品，性能真的很不错，再用一段时间再来反映，这个颜色特别适合女生用额，搭配了小键盘，和鼠标，还有多功能转换，插优盘，插鼠标啥的都没问题
640,运行速度：速度很快，渲染速度还是系统ui交互的流畅性都很不错屏幕效果：显示效果不错，屏幕教色很标准散热性能：散热貌似没有风扇，全靠被动散热外形外观：银色很好看，手感也不错轻薄程度：很薄，一个硬币那么厚都没有
641,一如既往旗舰店买。成像效果:不错，最久的照片五年了，成像效果不错 反应速度:出相不满，满意 操作难易:极其简单，傻瓜式操作 做工质量:好看，耐久保存外形外观:复古风十足。我的最爱 其他特色:一如既往的用这拍立得，喜欢这种方式的记录。
